ProductID	RelatedProuductID
15	146
15	162
15	165
15	169
15	171
15	183
15	187
15	197
15	205
15	209
15	213
15	221
15	223
15	233
15	238
15	242
15	243
15	247
16	4
16	5
16	8
16	13
16	18
16	25
16	55
16	56
16	58
16	60
16	90
16	92
16	102
16	104
16	116
16	136
16	137
16	141
16	155
16	174
16	180
16	194
16	197
16	211
16	225
16	237
16	243
18	1
18	4
18	5
18	8
18	9
18	12
18	13
18	16
18	25
18	28
18	33
18	34
18	42
18	45
18	55
18	56
18	58
18	60
18	61
18	68
18	77
18	88
18	90
18	91
18	92
18	102
18	104
18	112
18	116
18	124
18	134
18	136
18	137
18	138
18	141
18	155
18	174
18	180
18	181
18	193
18	194
18	197
18	206
18	211
18	219
18	225
18	237
18	243
19	2
19	3
19	4
19	8
19	9
19	11
19	12
19	14
19	20
19	21
19	22
19	23
19	25
19	27
19	28
19	31
19	32
19	36
19	40
19	41
19	44
19	47
19	49
19	52
19	59
19	61
19	62
19	63
19	67
19	68
19	71
19	72
19	78
19	79
19	80
19	84
19	85
19	86
19	87
19	88
19	89
19	94
19	97
19	98
19	101
19	106
19	107
19	108
19	112
19	115
19	123
19	124
19	125
19	128
19	129
19	130
19	131
19	133
19	135
19	137
19	139
19	140
19	143
19	144
19	145
19	159
19	163
19	170
19	171
19	173
19	185
19	187
19	197
19	199
19	203
19	210
19	213
19	214
19	216
19	218
19	224
19	227
19	230
19	233
19	240
19	241
19	242
19	245
19	247
19	252
20	19
20	21
20	23
20	25
20	31
20	32
20	40
20	41
20	44
20	52
20	61
20	62
20	67
20	72
20	78
20	84
20	87
20	94
20	97
20	98
20	106
20	115
20	129
20	131
20	135
20	143
20	159
20	173
20	185
20	203
20	213
20	216
20	218
20	224
20	227
20	240
20	241
20	242
21	19
21	20
21	23
21	25
21	31
21	41
21	44
21	52
21	62
21	67
21	72
21	84
21	87
21	94
21	98
21	106
21	213
21	216
21	241
21	242
22	19
22	25
22	59
22	61
22	101
22	123
22	128
23	19
23	20
23	21
23	25
23	31
23	41
23	44
23	52
23	62
23	67
23	72
23	84
23	87
23	94
23	98
23	106
23	132
23	210
23	211
23	213
23	216
23	241
23	242
24	4
24	15
24	26
24	39
24	64
24	71
24	74
24	82
24	93
24	114
24	120
24	143
24	146
24	162
24	165
24	169
24	187
24	197
24	205
24	209
24	221
24	223
24	233
24	238
24	242
24	243
24	247
25	3
25	4
25	5
25	8
25	13
25	15
25	16
25	18
25	19
25	20
25	21
25	22
25	23
25	31
25	34
25	41
25	44
25	45
25	48
25	52
25	55
25	56
25	58
25	59
25	60
25	61
25	62
25	67
25	69
25	72
25	79
25	80
25	82
25	84
25	85
25	87
25	88
25	90
25	92
25	94
25	98
25	101
25	102
25	104
25	106
25	116
25	123
25	128
25	136
25	137
25	141
25	155
25	171
25	174
25	180
25	183
25	194
25	197
25	211
25	213
25	216
25	225
25	237
25	241
25	242
25	243
26	4
26	15
26	24
26	39
26	64
26	71
26	74
26	82
26	93
26	114
26	120
26	143
26	146
26	162
26	165
26	169
26	187
26	197
26	205
26	209
26	221
26	223
26	233
26	238
26	242
26	243
26	247
27	2
27	3
27	4
27	8
27	9
27	11
27	12
27	14
27	19
27	28
27	36
27	41
27	47
27	49
27	63
27	79
27	107
27	108
27	112
27	125
27	130
27	137
27	140
27	144
27	145
27	163
27	170
27	171
27	199
28	2
28	3
28	4
28	5
28	8
28	9
28	11
28	12
28	14
28	18
28	19
28	27
28	33
28	34
28	36
28	41
28	42
28	45
28	47
28	49
28	61
28	63
28	68
28	77
28	79
28	88
28	91
28	107
28	108
28	112
28	124
28	125
28	130
28	134
28	137
28	138
28	140
28	144
28	145
28	163
28	170
28	171
28	181
28	193
28	199
28	206
28	219
29	2
29	3
29	4
29	5
29	10
29	14
29	30
29	33
29	34
29	48
29	69
29	82
29	125
29	130
29	137
29	140
29	167
29	174
29	244
30	2
30	3
30	10
30	14
30	29
30	48
30	69
30	125
30	130
30	137
30	140
30	167
30	174
30	244
31	19
31	20
31	21
31	23
31	25
31	32
31	40
31	41
31	44
31	52
31	61
31	62
31	67
31	72
31	78
31	84
31	87
31	94
31	97
31	98
31	106
31	115
31	129
31	131
31	135
31	143
31	159
31	173
31	185
31	203
31	213
31	216
31	218
31	224
31	227
31	240
31	241
31	242
32	19
32	20
32	31
32	40
32	61
32	78
32	97
32	115
32	129
32	131
32	135
32	143
32	159
32	173
32	185
32	203
32	218
32	224
32	227
32	240
33	4
33	5
33	8
33	9
33	12
33	18
33	28
33	29
33	34
33	42
33	45
33	61
33	68
33	77
33	82
33	88
33	91
33	112
33	124
33	125
33	134
33	138
33	181
33	193
33	206
33	219
34	3
34	4
34	5
34	8
34	9
34	12
34	15
34	18
34	25
34	28
34	29
34	33
34	42
34	45
34	48
34	60
34	61
34	62
34	68
34	69
34	77
34	79
34	80
34	82
34	85
34	88
34	91
34	112
34	124
34	125
34	134
34	138
34	171
34	181
34	183
34	193
34	206
34	213
34	219
36	2
36	3
36	4
36	8
36	9
36	11
36	12
36	14
36	19
36	27
36	28
36	41
36	47
36	49
36	63
36	79
36	107
36	108
36	112
36	125
36	130
36	137
36	140
36	144
36	145
36	163
36	170
36	171
36	199
37	51
37	67
37	70
37	82
37	125
39	4
39	15
39	24
39	26
39	40
39	48
39	64
39	71
39	74
39	82
39	85
39	88
39	93
39	103
39	108
39	114
39	120
39	143
39	146
39	162
39	165
39	169
39	187
39	197
39	205
39	209
39	221
39	223
39	233
39	238
39	242
39	243
39	247
40	19
40	20
40	31
40	32
40	39
40	48
40	61
40	63
40	68
40	71
40	78
40	80
40	85
40	86
40	88
40	89
40	97
40	103
40	108
40	115
40	124
40	129
40	131
40	133
40	135
40	139
40	143
40	159
40	173
40	185
40	187
40	197
40	203
40	210
40	214
40	218
40	224
40	227
40	230
40	233
40	240
40	245
40	247
40	252
41	2
41	3
41	4
41	8
41	9
41	11
41	12
41	14
41	19
41	20
41	21
41	23
41	25
41	27
41	28
41	31
41	36
41	44
41	47
41	49
41	52
41	62
41	63
41	67
41	72
41	79
41	84
41	87
41	94
41	95
41	98
41	106
41	107
41	108
41	112
41	125
41	130
41	137
41	140
41	144
41	145
41	163
41	170
41	171
41	199
41	213
41	216
41	241
41	242
42	4
42	5
42	8
42	9
42	12
42	18
42	28
42	33
42	34
42	44
42	45
42	61
42	68
42	70
42	73
42	77
42	81
42	88
42	91
42	105
42	112
42	119
42	124
42	131
42	134
42	138
42	181
42	193
42	206
42	219
44	19
44	20
44	21
44	23
44	25
44	31
44	41
44	42
44	52
44	62
44	67
44	70
44	72
44	73
44	81
44	84
44	87
44	94
44	98
44	105
44	106
44	119
44	131
44	213
44	216
44	241
44	242
45	3
45	4
45	5
45	8
45	9
45	12
45	15
45	18
45	25
45	28
45	33
45	34
45	42
45	48
45	60
45	61
45	62
45	68
45	69
45	77
45	79
45	80
45	82
45	85
45	88
45	91
45	112
45	124
45	134
45	138
45	171
45	181
45	183
45	193
45	206
45	213
45	219
47	2
47	3
47	4
47	8
47	9
47	11
47	12
47	14
47	19
47	27
47	28
47	36
47	41
47	49
47	63
47	79
47	107
47	108
47	112
47	125
47	130
47	137
47	140
47	144
47	145
47	163
47	170
47	171
47	199
48	2
48	3
48	4
48	8
48	10
48	14
48	15
48	25
48	29
48	30
48	34
48	39
48	40
48	45
48	60
48	62
48	69
48	79
48	80
48	82
48	85
48	88
48	103
48	108
48	125
48	130
48	137
48	140
48	167
48	171
48	174
48	183
48	213
48	244
49	2
49	3
49	4
49	8
49	9
49	11
49	12
49	14
49	19
49	27
49	28
49	36
49	41
49	47
49	63
49	79
49	107
49	108
49	112
49	125
49	130
49	137
49	140
49	144
49	145
49	163
49	170
49	171
49	199
51	37
51	67
51	70
51	82
51	125
52	19
52	20
52	21
52	23
52	25
52	31
52	41
52	44
52	54
52	62
52	67
52	71
52	72
52	84
52	86
52	87
52	94
52	98
52	106
52	124
52	213
52	216
52	241
52	242
54	52
54	71
54	86
54	124
55	4
55	5
55	8
55	13
55	16
55	18
55	25
55	56
55	58
55	60
55	90
55	92
55	102
55	104
55	116
55	136
55	137
55	141
55	155
55	174
55	180
55	194
55	197
55	211
55	225
55	237
55	243
56	4
56	5
56	8
56	13
56	16
56	18
56	25
56	55
56	58
56	60
56	90
56	92
56	102
56	104
56	116
56	136
56	137
56	141
56	155
56	174
56	180
56	194
56	197
56	211
56	225
56	237
56	243
58	4
58	5
58	8
58	13
58	16
58	18
58	25
58	55
58	56
58	60
58	90
58	92
58	102
58	104
58	116
58	136
58	137
58	141
58	155
58	174
58	180
58	194
58	197
58	211
58	225
58	237
58	243
59	19
59	22
59	25
59	61
59	101
59	123
59	128
60	3
60	4
60	5
60	8
60	13
60	15
60	16
60	18
60	25
60	34
60	45
60	48
60	55
60	56
60	58
60	62
60	69
60	79
60	80
60	82
60	85
60	88
60	90
60	92
60	102
60	104
60	116
60	136
60	137
60	141
60	155
60	171
60	174
60	180
60	183
60	194
60	197
60	211
60	213
60	225
60	237
60	243
61	4
61	5
61	8
61	9
61	12
61	18
61	19
61	20
61	22
61	25
61	28
61	31
61	32
61	33
61	34
61	40
61	42
61	45
61	59
61	68
61	77
61	78
61	88
61	91
61	97
61	101
61	112
61	115
61	123
61	124
61	128
61	129
61	131
61	134
61	135
61	138
61	143
61	159
61	173
61	181
61	185
61	193
61	203
61	206
61	218
61	219
61	224
61	227
61	240
62	3
62	4
62	8
62	15
62	19
62	20
62	21
62	23
62	25
62	31
62	34
62	41
62	44
62	45
62	48
62	52
62	60
62	67
62	69
62	72
62	79
62	80
62	82
62	84
62	85
62	87
62	88
62	94
62	98
62	106
62	171
62	183
62	213
62	216
62	241
62	242
63	2
63	3
63	4
63	8
63	9
63	11
63	12
63	14
63	19
63	27
63	28
63	36
63	40
63	41
63	47
63	49
63	68
63	71
63	79
63	80
63	85
63	86
63	88
63	89
63	107
63	108
63	112
63	124
63	125
63	129
63	130
63	133
63	137
63	139
63	140
63	144
63	145
63	163
63	170
63	171
63	185
63	187
63	197
63	199
63	210
63	214
63	230
63	233
63	245
63	247
63	252
64	4
64	15
64	24
64	26
64	39
64	71
64	74
64	82
64	93
64	114
64	120
64	143
64	146
64	162
64	165
64	169
64	187
64	197
64	205
64	209
64	221
64	223
64	233
64	238
64	242
64	243
64	247
66	125
66	170
66	179
66	202
66	228
66	237
66	243
67	19
67	20
67	21
67	23
67	25
67	31
67	37
67	41
67	44
67	51
67	52
67	62
67	70
67	72
67	82
67	84
67	87
67	94
67	98
67	106
67	125
67	213
67	216
67	241
67	242
68	4
68	5
68	8
68	9
68	12
68	18
68	19
68	28
68	33
68	34
68	40
68	42
68	45
68	61
68	63
68	71
68	77
68	80
68	85
68	86
68	88
68	89
68	91
68	112
68	124
68	129
68	133
68	134
68	138
68	139
68	181
68	185
68	187
68	193
68	197
68	206
68	210
68	214
68	219
68	230
68	233
68	245
68	247
68	252
69	2
69	3
69	4
69	8
69	10
69	14
69	15
69	25
69	29
69	30
69	34
69	45
69	48
69	60
69	62
69	79
69	80
69	82
69	85
69	88
69	125
69	130
69	137
69	140
69	167
69	171
69	174
69	183
69	213
69	244
70	37
70	42
70	44
70	51
70	67
70	73
70	81
70	82
70	105
70	119
70	125
70	131
71	4
71	15
71	19
71	24
71	26
71	39
71	40
71	52
71	54
71	63
71	64
71	68
71	74
71	80
71	82
71	85
71	86
71	88
71	89
71	93
71	114
71	120
71	124
71	129
71	133
71	139
71	143
71	146
71	162
71	165
71	169
71	185
71	187
71	197
71	205
71	209
71	210
71	214
71	221
71	223
71	230
71	233
71	238
71	242
71	243
71	245
71	247
71	252
72	19
72	20
72	21
72	23
72	25
72	31
72	41
72	44
72	52
72	62
72	67
72	84
72	87
72	94
72	98
72	106
72	213
72	216
72	241
72	242
73	42
73	44
73	70
73	81
73	105
73	119
73	131
74	4
74	15
74	24
74	26
74	39
74	64
74	71
74	82
74	93
74	114
74	120
74	143
74	146
74	162
74	165
74	169
74	187
74	197
74	205
74	209
74	221
74	223
74	233
74	238
74	242
74	243
74	247
75	94
75	146
75	150
75	153
75	155
75	166
75	169
75	183
75	222
75	229
75	238
77	4
77	5
77	8
77	9
77	12
77	18
77	28
77	33
77	34
77	42
77	45
77	61
77	68
77	88
77	91
77	112
77	124
77	134
77	138
77	181
77	193
77	206
77	219
78	1
78	10
78	19
78	20
78	31
78	32
78	40
78	61
78	85
78	89
78	97
78	108
78	113
78	115
78	129
78	131
78	135
78	143
78	148
78	159
78	163
78	168
78	173
78	184
78	185
78	189
78	203
78	210
78	218
78	220
78	224
78	227
78	230
78	240
78	246
78	252
79	2
79	3
79	4
79	8
79	9
79	11
79	12
79	14
79	15
79	19
79	25
79	27
79	28
79	34
79	36
79	41
79	45
79	47
79	48
79	49
79	60
79	62
79	63
79	69
79	80
79	82
79	85
79	88
79	107
79	108
79	112
79	125
79	130
79	137
79	140
79	144
79	145
79	163
79	170
79	171
79	183
79	199
79	213
80	3
80	4
80	8
80	15
80	19
80	25
80	34
80	40
80	45
80	48
80	60
80	62
80	63
80	68
80	69
80	71
80	79
80	82
80	85
80	86
80	88
80	89
80	124
80	129
80	133
80	139
80	171
80	183
80	185
80	187
80	197
80	210
80	213
80	214
80	230
80	233
80	245
80	247
80	252
81	42
81	44
81	70
81	73
81	105
81	119
81	131
82	3
82	4
82	5
82	8
82	15
82	24
82	25
82	26
82	29
82	33
82	34
82	37
82	39
82	45
82	48
82	51
82	60
82	62
82	64
82	67
82	69
82	70
82	71
82	74
82	79
82	80
82	85
82	88
82	93
82	114
82	120
82	125
82	143
82	146
82	162
82	165
82	169
82	171
82	183
82	187
82	197
82	205
82	209
82	213
82	221
82	223
82	233
82	238
82	242
82	243
82	247
84	19
84	20
84	21
84	23
84	25
84	31
84	41
84	44
84	52
84	62
84	67
84	72
84	87
84	94
84	98
84	106
84	213
84	216
84	241
84	242
85	1
85	3
85	4
85	8
85	10
85	15
85	19
85	25
85	34
85	39
85	40
85	45
85	48
85	60
85	62
85	63
85	68
85	69
85	71
85	78
85	79
85	80
85	82
85	86
85	88
85	89
85	103
85	108
85	113
85	124
85	129
85	133
85	135
85	139
85	148
85	163
85	168
85	171
85	183
85	184
85	185
85	187
85	189
85	197
85	210
85	213
85	214
85	220
85	230
85	233
85	240
85	245
85	246
85	247
85	252
86	19
86	40
86	52
86	54
86	63
86	68
86	71
86	80
86	85
86	88
86	89
86	124
86	129
86	133
86	139
86	185
86	187
86	197
86	210
86	214
86	230
86	233
86	245
86	247
86	252
87	19
87	20
87	21
87	23
87	25
87	31
87	41
87	44
87	52
87	62
87	67
87	72
87	84
87	94
87	98
87	106
87	213
87	216
87	241
87	242
88	3
88	4
88	5
88	8
88	9
88	12
88	15
88	18
88	19
88	25
88	28
88	33
88	34
88	39
88	40
88	42
88	45
88	48
88	60
88	61
88	62
88	63
88	68
88	69
88	71
88	77
88	79
88	80
88	82
88	85
88	86
88	89
88	91
88	103
88	108
88	112
88	124
88	129
88	133
88	134
88	138
88	139
88	171
88	181
88	183
88	185
88	187
88	193
88	197
88	206
88	210
88	213
88	214
88	219
88	230
88	233
88	245
88	247
88	252
89	1
89	10
89	19
89	40
89	63
89	68
89	71
89	78
89	80
89	85
89	86
89	88
89	108
89	113
89	124
89	129
89	133
89	135
89	139
89	148
89	163
89	168
89	184
89	185
89	187
89	189
89	197
89	210
89	214
89	220
89	230
89	233
89	240
89	245
89	246
89	247
89	252
90	4
90	5
90	8
90	13
90	16
90	18
90	25
90	55
90	56
90	58
90	60
90	92
90	102
90	104
90	116
90	136
90	137
90	141
90	155
90	174
90	180
90	194
90	197
90	211
90	225
90	237
90	243
91	4
91	5
91	8
91	9
91	12
91	18
91	28
91	33
91	34
91	42
91	45
91	61
91	68
91	77
91	88
91	112
91	124
91	134
91	138
91	181
91	193
91	206
91	219
92	4
92	5
92	8
92	13
92	16
92	18
92	25
92	55
92	56
92	58
92	60
92	90
92	102
92	104
92	116
92	136
92	137
92	141
92	155
92	174
92	180
92	194
92	197
92	211
92	225
92	237
92	243
93	4
93	15
93	24
93	26
93	39
93	64
93	71
93	74
93	82
93	114
93	120
93	143
93	146
93	162
93	165
93	169
93	187
93	197
93	205
93	209
93	221
93	223
93	233
93	238
93	242
93	243
93	247
94	19
94	20
94	21
94	23
94	25
94	31
94	41
94	44
94	52
94	62
94	67
94	72
94	75
94	84
94	87
94	98
94	106
94	146
94	150
94	153
94	155
94	169
94	213
94	216
94	238
94	241
94	242
95	41
97	19
97	20
97	31
97	32
97	40
97	61
97	78
97	115
97	129
97	131
97	135
97	143
97	159
97	173
97	185
97	203
97	218
97	224
97	227
97	240
98	19
98	20
98	21
98	23
98	25
98	31
98	41
98	44
98	52
98	62
98	67
98	72
98	84
98	87
98	94
98	106
98	213
98	216
98	241
98	242
101	19
101	22
101	25
101	59
101	61
101	123
101	128
102	4
102	5
102	8
102	13
102	16
102	18
102	25
102	55
102	56
102	58
102	60
102	90
102	92
102	104
102	116
102	136
102	137
102	141
102	155
102	174
102	180
102	194
102	197
102	211
102	225
102	237
102	243
103	39
103	40
103	48
103	85
103	88
103	108
104	4
104	5
104	8
104	13
104	16
104	18
104	25
104	55
104	56
104	58
104	60
104	90
104	92
104	102
104	116
104	136
104	137
104	141
104	155
104	174
104	180
104	194
104	197
104	211
104	225
104	237
104	243
105	42
105	44
105	70
105	73
105	81
105	119
105	131
106	19
106	20
106	21
106	23
106	25
106	31
106	41
106	44
106	52
106	62
106	67
106	72
106	84
106	87
106	94
106	98
106	213
106	216
106	241
106	242
107	2
107	3
107	4
107	8
107	9
107	11
107	12
107	14
107	19
107	27
107	28
107	36
107	41
107	47
107	49
107	63
107	79
107	108
107	112
107	125
107	130
107	137
107	140
107	144
107	145
107	163
107	170
107	171
107	199
108	1
108	2
108	3
108	4
108	8
108	9
108	10
108	11
108	12
108	14
108	19
108	27
108	28
108	36
108	39
108	40
108	41
108	47
108	48
108	49
108	63
108	78
108	79
108	85
108	88
108	89
108	103
108	107
108	112
108	113
108	120
108	125
108	129
108	130
108	135
108	137
108	140
108	144
108	145
108	148
108	163
108	164
108	168
108	170
108	171
108	174
108	184
108	189
108	193
108	198
108	199
108	210
108	213
108	220
108	223
108	225
108	230
108	235
108	238
108	240
108	245
108	246
108	252
112	2
112	3
112	4
112	5
112	8
112	9
112	11
112	12
112	14
112	18
112	19
112	27
112	28
112	33
112	34
112	36
112	41
112	42
112	45
112	47
112	49
112	61
112	63
112	68
112	77
112	79
112	88
112	91
112	107
112	108
112	124
112	125
112	130
112	134
112	137
112	138
112	140
112	144
112	145
112	163
112	170
112	171
112	181
112	193
112	199
112	206
112	219
113	1
113	10
113	78
113	85
113	89
113	108
113	135
113	148
113	163
113	168
113	184
113	189
113	210
113	220
113	230
113	240
113	246
113	252
114	4
114	15
114	24
114	26
114	39
114	64
114	71
114	74
114	82
114	93
114	120
114	143
114	146
114	162
114	165
114	169
114	187
114	197
114	205
114	209
114	221
114	223
114	233
114	238
114	242
114	243
114	247
115	19
115	20
115	31
115	32
115	40
115	61
115	78
115	97
115	129
115	131
115	135
115	143
115	159
115	173
115	185
115	203
115	218
115	224
115	227
115	240
116	4
116	5
116	8
116	13
116	16
116	18
116	25
116	55
116	56
116	58
116	60
116	90
116	92
116	102
116	104
116	136
116	137
116	141
116	155
116	174
116	180
116	194
116	197
116	211
116	225
116	237
116	243
117	121
117	167
117	170
117	174
117	239
119	42
119	44
119	70
119	73
119	81
119	105
119	131
120	4
120	15
120	24
120	26
120	39
120	64
120	71
120	74
120	82
120	93
120	108
120	114
120	129
120	130
120	143
120	146
120	162
120	164
120	165
120	169
120	174
120	187
120	189
120	193
120	197
120	198
120	205
120	209
120	210
120	213
120	221
120	223
120	225
120	233
120	235
120	238
120	242
120	243
120	245
120	247
120	252
121	117
121	167
121	170
121	174
121	239
123	19
123	22
123	25
123	59
123	61
123	101
123	128
124	4
124	5
124	8
124	9
124	12
124	18
124	19
124	28
124	33
124	34
124	40
124	42
124	45
124	52
124	54
124	61
124	63
124	68
124	71
124	77
124	80
124	85
124	86
124	88
124	89
124	91
124	112
124	129
124	133
124	134
124	138
124	139
124	181
124	185
124	187
124	193
124	197
124	206
124	210
124	214
124	219
124	230
124	233
124	245
124	247
124	252
125	2
125	3
125	4
125	5
125	8
125	9
125	10
125	11
125	12
125	14
125	19
125	27
125	28
125	29
125	30
125	33
125	34
125	36
125	37
125	41
125	47
125	48
125	49
125	51
125	63
125	66
125	67
125	69
125	70
125	79
125	82
125	107
125	108
125	112
125	130
125	137
125	140
125	144
125	145
125	163
125	167
125	170
125	171
125	174
125	179
125	199
125	202
125	228
125	237
125	243
125	244
128	19
128	22
128	25
128	59
128	61
128	101
128	123
129	19
129	20
129	31
129	32
129	40
129	61
129	63
129	68
129	71
129	78
129	80
129	85
129	86
129	88
129	89
129	97
129	108
129	115
129	120
129	124
129	130
129	131
129	133
129	135
129	139
129	143
129	159
129	164
129	173
129	174
129	185
129	187
129	189
129	193
129	197
129	198
129	203
129	210
129	213
129	214
129	218
129	223
129	224
129	225
129	227
129	230
129	233
129	235
129	238
129	240
129	245
129	247
129	252
130	2
130	3
130	4
130	8
130	9
130	10
130	11
130	12
130	14
130	19
130	27
130	28
130	29
130	30
130	36
130	41
130	47
130	48
130	49
130	63
130	69
130	79
130	107
130	108
130	112
130	120
130	125
130	129
130	137
130	140
130	144
130	145
130	163
130	164
130	167
130	170
130	171
130	174
130	189
130	193
130	198
130	199
130	210
130	213
130	223
130	225
130	235
130	238
130	244
130	245
130	252
131	19
131	20
131	31
131	32
131	40
131	42
131	44
131	61
131	70
131	73
131	78
131	81
131	97
131	105
131	115
131	119
131	129
131	135
131	143
131	159
131	173
131	185
131	203
131	218
131	224
131	227
131	240
132	23
132	210
132	211
133	19
133	40
133	63
133	68
133	71
133	80
133	85
133	86
133	88
133	89
133	124
133	129
133	139
133	185
133	187
133	197
133	210
133	214
133	230
133	233
133	245
133	247
133	252
134	4
134	5
134	8
134	9
134	12
134	18
134	28
134	33
134	34
134	42
134	45
134	61
134	68
134	77
134	88
134	91
134	112
134	124
134	138
134	181
134	193
134	206
134	219
135	1
135	10
135	19
135	20
135	31
135	32
135	40
135	61
135	78
135	85
135	89
135	97
135	108
135	113
135	115
135	129
135	131
135	143
135	148
135	159
135	163
135	168
135	173
135	184
135	185
135	189
135	203
135	210
135	218
135	220
135	224
135	227
135	230
135	240
135	246
135	252
136	4
136	5
136	8
136	13
136	16
136	18
136	25
136	55
136	56
136	58
136	60
136	90
136	92
136	102
136	104
136	116
136	137
136	141
136	155
136	174
136	180
136	194
136	197
136	211
136	225
136	237
136	243
137	2
137	3
137	4
137	5
137	8
137	9
137	10
137	11
137	12
137	13
137	14
137	16
137	18
137	19
137	25
137	27
137	28
137	29
137	30
137	36
137	41
137	47
137	48
137	49
137	55
137	56
137	58
137	60
137	63
137	69
137	79
137	90
137	92
137	102
137	104
137	107
137	108
137	112
137	116
137	125
137	130
137	136
137	140
137	141
137	144
137	145
137	155
137	163
137	167
137	170
137	171
137	174
137	180
137	194
137	197
137	199
137	211
137	225
137	237
137	243
137	244
138	4
